Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location,Beds,Bed_Category
360072,Fairfield Medical Center,401 NORTH EWING STREET,Lancaster,OH,43130,FAIRFIELD,7406878009,Acute Care Hospitals,Voluntary non-profit - Other,True,True,2,,Same as the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,"401 NORTH EWING STREET
LANCASTER, OH
(39.717197, -82.576653)",200,Large
381304,Southern Coos Hospital & Health Center,900 11TH STREET SE,Bandon,OR,97411,COOS,5413472426,Critical Access Hospitals,Government - Hospital District or Authority,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"900 11TH STREET SE
BANDON, OR
(43.113244, -124.402426)",30,Small
440231,Trustpoint Hospital,1009 NORTH THOMPSON LANE,Murfreesboro,TN,37129,RUTHERFORD,6155771111,Acute Care Hospitals,Proprietary,False,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1009 NORTH THOMPSON LANE
MURFREESBORO, TN
(35.863245, -86.429102)",200,Large
341324,"The Outer Banks Hospital, Inc",4800 SOUTH CROATAN HIGHWAY,Nags Head,NC,27959,DARE,2524494500,Critical Access Hospitals,Voluntary non-profit - Private,True,True,4,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,"4800 SOUTH CROATAN HIGHWAY
NAGS HEAD, NC
(35.940862, -75.616923)",30,Small
361334,Adena Pike Medical Center,100 DAWN LANE,Waverly,OH,45690,PIKE,7409472186,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"100 DAWN LANE
WAVERLY, OH
(39.116505, -83.005827)",30,Small
340126,Wilson Medical Center,1705 S TARBORO ST,Wilson,NC,27893,WILSON,2523998040,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,"1705 S TARBORO ST
WILSON, NC
(35.720524, -77.944047)",200,Large
390223,Penn Presbyterian Medical Center,51 NORTH 39TH STREET,Philadelphia,PA,19104,PHILADELPHIA,2156628000,Acute Care Hospitals,Voluntary non-profit - Other,True,True,4,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,"51 NORTH 39TH STREET
PHILADELPHIA, PA
(39.957103, -75.199575)",200,Large
370089,Northeastern Health System,1400 EAST DOWNING STREET,Tahlequah,OK,74465,CHEROKEE,9184560641,Acute Care Hospitals,Government - Local,True,True,2,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,"1400 EAST DOWNING STREET
TAHLEQUAH, OK
(35.915326, -94.950558)",200,Large
431302,Avera Gettysburg Hospital,606 EAST GARFIELD,Gettysburg,SD,57442,POTTER,6057652480,Critical Access Hospitals,Voluntary non-profit - Church,True,True,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"606 EAST GARFIELD
GETTYSBURG, SD
(45.013551, -99.948128)",30,Small
390130,Conemaugh Miners Medical Center,290 HAIDA AVENUE,Hastings,PA,16646,CAMBRIA,8142473100,Acute Care Hospitals,Proprietary,True,True,4,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period,"290 HAIDA AVENUE
HASTINGS, PA
(40.658907, -78.705756)",200,Large
370199,"Lakeside Women'S Hospital, A Member Of Integris He",11200 NORTH PORTLAND AVENUE,Oklahoma City,OK,73120,OKLAHOMA,4059361500,Acute Care Hospitals,Proprietary,True,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Above the national average,,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"11200 NORTH PORTLAND AVENUE
OKLAHOMA CITY, OK
(35.583506, -97.585021)",200,Large
340143,Catawba Valley Medical Center,810 FAIRGROVE CHURCH RD,Hickory,NC,28602,CATAWBA,8283263809,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,,Below the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,"810 FAIRGROVE CHURCH RD
HICKORY, NC
(35.711195, -81.264779)",200,Large
360003,"University Of Cincinnati Medical Center, Llc",234 GOODMAN STREET,Cincinnati,OH,45219,HAMILTON,5135841000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,,Same as the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"234 GOODMAN STREET
CINCINNATI, OH
(39.136728, -84.502562)",200,Large
370106,Integris Southwest Medical Center,4401 SOUTH WESTERN AVENUE,Oklahoma City,OK,73109,OKLAHOMA,4056367000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,Above the national average,,Below the national average,,"4401 SOUTH WESTERN AVENUE
OKLAHOMA CITY, OK
(35.422535, -97.530196)",200,Large
370047,"Mercy Hospital Ardmore, Inc","1011 FOURTEENTH AVENUE, NORTHWEST",Ardmore,OK,73401,CARTER,5802235400,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Below the national average,,"1011 FOURTEENTH AVENUE, NORTHWEST
ARDMORE, OK
(34.188451, -97.140018)",200,Large
351311,Lisbon Area Health Services,905 MAIN ST,Lisbon,ND,58054,RANSOM,7016835241,Critical Access Hospitals,Voluntary non-profit - Private,True,True,4,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period,"905 MAIN ST
LISBON, ND
(46.437002, -97.681427)",30,Small
390001,Geisinger - Community Medical Center,1822 MULBERRY STREET,Scranton,PA,18510,LACKAWANNA,5709698240,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"1822 MULBERRY STREET
SCRANTON, PA
(41.400717, -75.64589)",200,Large
360276,St Elizabeth Boardman Health Center,8401 MARKET STREET,Boardman,OH,44512,MAHONING,3307292929,Acute Care Hospitals,Voluntary non-profit - Church,True,True,2,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,"8401 MARKET STREET
BOARDMAN, OH
(40.995336, -80.662745)",200,Large
360096,East Liverpool City Hospital,425 WEST 5TH STREET,East Liverpool,OH,43920,COLUMBIANA,3303857200,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,,"425 WEST 5TH STREET
EAST LIVERPOOL, OH
(40.621409, -80.586218)",200,Large
370153,Elkview General Hospital,429 WEST ELM STREET,Hobart,OK,73651,KIOWA,5807263324,Acute Care Hospitals,Government - Hospital District or Authority,True,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period,"429 WEST ELM STREET
HOBART, OK
(35.036829, -99.09834)",200,Large
350011,Sanford Medical Center Fargo,801 BROADWAY NORTH,Fargo,ND,58122,CASS,7012342000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Below the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"801 BROADWAY NORTH
FARGO, ND
(46.88468, -96.78773)",200,Large
381314,Samaritan Pacific Community Hospital,930 SW ABBEY STREET,Newport,OR,97365,LINCOLN,5412652244,Critical Access Hospitals,Voluntary non-profit - Private,True,True,3,This hospitals star rating only includes data reported on inpatient services,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period,"930 SW ABBEY STREET
NEWPORT, OR
(44.629858, -124.059164)",30,Small
371337,Eastern Oklahoma Medical Center,105 WALL STREET,Poteau,OK,74953,LE FLORE,9186478161,Critical Access Hospitals,Government - Hospital District or Authority,True,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"105 WALL STREET
POTEAU, OK
(35.043979, -94.612834)",30,Small
340016,Harris Regional Hospital,68 HOSPITAL RD,Sylva,NC,28779,JACKSON,8285867000,Acute Care Hospitals,Proprietary,True,True,2,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,Above the national average,,Below the national average,,"68 HOSPITAL RD
SYLVA, NC
(35.383923, -83.20279)",200,Large
370211,Integris Canadian Valley  Hospital,1201 HEALTH CENTER PARKWAY,Yukon,OK,73099,CANADIAN,4057176800,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,"1201 HEALTH CENTER PARKWAY
YUKON, OK
(35.483695, -97.760242)",200,Large
351325,St Luke'S Hospital,702 1ST ST SW,Crosby,ND,58730,DIVIDE,7019656384,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"702 1ST ST SW
CROSBY, ND
(48.906708, -103.29823)",30,Small
381312,Coquille Valley Hospital District,940 EAST 5TH STREET,Coquille,OR,97423,COOS,5413963101,Critical Access Hospitals,Government - Hospital District or Authority,True,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period,"940 EAST 5TH STREET
COQUILLE, OR
(43.178982, -124.179143)",30,Small
390324,Physician'S Care Surgical Hospital,454 ENTERPRISE DRIVE,Royersford,PA,19468,MONTGOMERY,6104954793,Acute Care Hospitals,Physician,False,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Above the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"454 ENTERPRISE DRIVE
ROYERSFORD, PA
(40.216809, -75.552811)",200,Large
370037,St Anthony Hospital,1000 NORTH LEE AVENUE,Oklahoma City,OK,73101,OKLAHOMA,4052727000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,"1000 NORTH LEE AVENUE
OKLAHOMA CITY, OK
(35.477786, -97.524291)",200,Large
380060,Adventist Medical Center,10123 SE MARKET STREET,Portland,OR,97216,MULTNOMAH,5032572500,Acute Care Hospitals,Voluntary non-profit - Church,True,True,3,,Below the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"10123 SE MARKET STREET
PORTLAND, OR
(45.511537, -122.559093)",200,Large
440040,Perry Community Hospital,2718 SQUIRREL HOLLOW DRIVE,Linden,TN,37096,PERRY,9315892121,Acute Care Hospitals,Proprietary,True,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Below the national average,,Not Available,Results are not available for this reporting period,Below the national average,,Above the national average,,Not Available,Results are not available for this reporting period,"2718 SQUIRREL HOLLOW DRIVE
LINDEN, TN
(35.591854, -87.862909)",200,Large
363303,Akron Children'S Hospital,1 PERKINS SQUARE,Akron,OH,44308,SUMMIT,3305431000,Childrens,Voluntary non-profit - Private,True,True,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"1 PERKINS SQUARE
AKRON, OH
(41.078421, -81.526789)",100,Medium
341311,Chatham Hospital Inc,475 PROGRESS BLVD,Siler City,NC,27344,CHATHAM,9196632113,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"475 PROGRESS BLVD
SILER CITY, NC
(35.72351, -79.422261)",30,Small
450034,Christus Southeast Texas- St Elizabeth,2830 CALDER AVENUE,Beaumont,TX,77702,JEFFERSON,4098927171,Acute Care Hospitals,Voluntary non-profit - Church,True,True,3,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,"2830 CALDER AVENUE
BEAUMONT, TX
(30.085583, -94.131702)",200,Large
381305,Blue Mountain Hospital,170 FORD ROAD,John Day,OR,97845,GRANT,5415751311,Critical Access Hospitals,Government - Hospital District or Authority,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"170 FORD ROAD
JOHN DAY, OR
(44.417651, -118.95922)",30,Small
390302,Barix Clinics Of Pennsylvania,280 MIDDLETOWN ROAD,Langhorne,PA,19047,BUCKS,2675723100,Acute Care Hospitals,Proprietary,False,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"280 MIDDLETOWN ROAD
LANGHORNE, PA
(40.181801, -74.884542)",200,Large
340091,"Moses H Cone Memorial Hospital, The",1200 N ELM ST,Greensboro,NC,27401,GUILFORD,3368327000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,"1200 N ELM ST
GREENSBORO, NC
(36.090652, -79.788815)",200,Large
390316,Surgical Institute Of Reading,2752 CENTURY BOULEVARD,Wyomissing,PA,19610,BERKS,7179999999,Acute Care Hospitals,Proprietary,False,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Above the national average,,Below the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"2752 CENTURY BOULEVARD
WYOMISSING, PA
(40.357913, -75.987653)",200,Large
390192,Tyler Memorial Hospital,5950 STATE ROUTE 6 WEST,Tunkhannock,PA,18657,WYOMING,5708362161,Acute Care Hospitals,Proprietary,True,True,4,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period,"5950 STATE ROUTE 6 WEST
TUNKHANNOCK, PA
(41.576651, -75.969825)",200,Large
350019,Altru Hospital,1200 S COLUMBIA RD,Grand Forks,ND,58201,GRAND FORKS,7017805000,Acute Care Hospitals,Government - Local,True,True,3,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"1200 S COLUMBIA RD
GRAND FORKS, ND
(47.909234, -97.066396)",200,Large
450033,Vhs Harlingen Hospital Company Llc,2101 PEASE ST,Harlingen,TX,78550,CAMERON,9563891100,Acute Care Hospitals,Proprietary,True,True,4,,Above the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,"2101 PEASE ST
HARLINGEN, TX
(26.173414, -97.670666)",200,Large
420091,Carolinas Hospital System,805 PAMPLICO HWY BOX 100550,Florence,SC,29505,FLORENCE,8436742500,Acute Care Hospitals,Proprietary,True,True,2,,Same as the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"805 PAMPLICO HWY BOX 100550
FLORENCE, SC
(34.158829, -79.754236)",200,Large
360084,Aultman Hospital,2600 SIXTH STREET SW,Canton,OH,44710,STARK,3304529911,Acute Care Hospitals,Voluntary non-profit - Other,True,True,4,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,"2600 SIXTH STREET SW
CANTON, OH
(40.796852, -81.403575)",200,Large
441310,Rhea Medical Center,9400 RHEA COUNTY HIGHWAY,Dayton,TN,37321,RHEA,4237751121,Critical Access Hospitals,Government - Local,True,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"9400 RHEA COUNTY HIGHWAY
DAYTON, TN
(35.53025, -84.982493)",30,Small
370227,St John Owasso,12451 EAST 100TH STREET NORTH,Owasso,OK,74055,TULSA,9182745100,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,"12451 EAST 100TH STREET NORTH
OWASSO, OK
(36.298803, -95.835066)",200,Large
390233,Hanover Hospital,300 HIGHLAND AVE,Hanover,PA,17331,YORK,7176373711,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,"300 HIGHLAND AVE
HANOVER, PA
(39.807981, -76.983731)",200,Large
351309,Sanford Mayville,42 6TH AVENUE SE,Mayville,ND,58257,TRAILL,7017863800,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"42 6TH AVENUE SE
MAYVILLE, ND
(47.500684, -97.317368)",30,Small
341316,Highlands Cashiers Hospital Inc,190 HOSPITAL DRIVE,Highlands,NC,28741,MACON,8285261200,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"190 HOSPITAL DRIVE
HIGHLANDS, NC
(35.085652, -83.18611)",30,Small
431310,Avera Flandreau Hospital - Cah,214 NORTH PRAIRIE STREET,Flandreau,SD,57028,MOODY,6059972433,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"214 NORTH PRAIRIE STREET
FLANDREAU, SD
(44.050568, -96.590989)",30,Small
390307,Edgewood Surgical Hospital,239 EDGEWOOD DRIVE EXTENSION,Transfer,PA,16154,MERCER,7246460400,Acute Care Hospitals,Physician,False,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Above the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"239 EDGEWOOD DRIVE EXTENSION
TRANSFER, PA
(41.330051, -80.417855)",200,Large
371320,Cleveland Area Hospital,1401 WEST PAWNEE,Cleveland,OK,74020,PAWNEE,9183582501,Critical Access Hospitals,Government - Hospital District or Authority,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1401 WEST PAWNEE
CLEVELAND, OK
(36.309882, -96.481121)",30,Small
360046,Mccullough-Hyde Memorial Hospital,110 NORTH POPLAR STREET,Oxford,OH,45056,BUTLER,5135232111,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,"110 NORTH POPLAR STREET
OXFORD, OH
(39.51218, -84.740815)",200,Large
380033,Sacred Heart University District,1255 HILYARD STREET,Eugene,OR,97401,LANE,5416867300,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period,"1255 HILYARD STREET
EUGENE, OR
(44.046056, -123.082105)",200,Large
391312,Penn Highlands Brookville,100 HOSPITAL ROAD,Brookville,PA,15825,JEFFERSON,8148492312,Critical Access Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period,"100 HOSPITAL ROAD
BROOKVILLE, PA
(41.156473, -79.092884)",30,Small
361331,Fayette County Memorial Hospital,1430 COLUMBUS AVENUE,Washington Ch,OH,43160,FAYETTE,7403331210,Critical Access Hospitals,Government - Local,True,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period,"1430 COLUMBUS AVENUE
WASHINGTON CH, OH
(39.547778, -83.425992)",30,Small
390173,Indiana Regional Medical Center,835 HOSPITAL ROAD,Indiana,PA,15701,INDIANA,7243577000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,"835 HOSPITAL ROAD
INDIANA, PA
(40.608642, -79.158891)",200,Large
340155,Duke Regional Hospital,3643 N ROXBORO ROAD,Durham,NC,27704,DURHAM,9196201078,Acute Care Hospitals,Government - Local,True,True,3,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,"3643 N ROXBORO ROAD
DURHAM, NC
(36.037439, -78.897037)",200,Large
440015,University Of Tn Medical Center (The),1924 ALCOA HIGHWAY,Knoxville,TN,37920,KNOX,8655449000,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Below the national average,,Above the national average,,"1924 ALCOA HIGHWAY
KNOXVILLE, TN
(35.93826, -83.946678)",200,Large
360261,Three Gables Surgery Center,5897 COUNTY ROAD 107,Proctorville,OH,45669,LAWRENCE,7408869911,Acute Care Hospitals,Proprietary,False,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"5897 COUNTY ROAD 107
PROCTORVILLE, OH
(38.440748, -82.393298)",200,Large
351327,St Aloisius Medical Center,325 E BREWSTER ST,Harvey,ND,58341,WELLS,7013244651,Critical Access Hospitals,Voluntary non-profit - Private,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the national average,,Not Available,Results are not available for this reporting period,Same as the national average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"325 E BREWSTER ST
HARVEY, ND
(47.767686, -99.93211)",30,Small
450119,South Texas Health System,1102 W TRENTON ROAD,Edinburg,TX,78539,HIDALGO,9566324000,Acute Care Hospitals,Proprietary,True,True,3,,Above the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"1102 W TRENTON ROAD
EDINBURG, TX
(26.263016, -98.180693)",200,Large
